user_id,age,country,subscription_type,registration_date,total_watch_time_hours,created_at,updated_at,registration_year,age_group
U0028,40,Colombia,Basic,2022-08-23,208.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0029,50,Colombia,Standard,2024-01-12,496.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0030,21,Chile,Standard,2023-10-17,199.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0031,49,Argentina,Standard,2024-02-22,382.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0032,32,Argentina,Standard,2023-07-12,296.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0033,29,Chile,Basic,2022-06-07,545.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0034,46,Chile,Basic,2023-01-23,378.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0035,20,Mexico,Standard,2022-01-11,100.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0036,30,Mexico,Premium,2022-01-22,271.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0037,40,Argentina,Standard,2023-12-03,171.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0038,45,Mexico,Standard,2023-10-12,259.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0039,24,Argentina,Basic,2023-09-25,44.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0040,40,Mexico,Standard,2023-12-26,64.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0041,45,Colombia,Standard,2022-01-09,479.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0042,42,Argentina,Basic,2022-03-17,277.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0043,58,Peru,Premium,2023-02-18,43.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0044,38,Colombia,Basic,2022-09-26,478.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0045,20,Colombia,Basic,2024-02-08,313.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,18-24
U0046,44,Argentina,Premium,2022-12-23,43.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0047,58,Colombia,Premium,2022-06-17,797.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0048,44,Argentina,Standard,2022-03-07,434.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0049,61,Mexico,Basic,2022-05-28,173.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0050,33,Mexico,Basic,2024-02-01,48.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,25-34
U0051,58,Colombia,Standard,2022-02-28,412.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0052,42,Mexico,Basic,2023-07-05,160.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0053,59,Colombia,Standard,2024-03-01,495.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0054,42,Chile,Standard,2023-01-13,86.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0055,39,Chile,Basic,2023-06-14,68.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0056,28,Colombia,Basic,2023-08-27,219.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0057,21,Mexico,Premium,2024-01-30,168.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,18-24
U0058,60,Colombia,Standard,2022-01-22,195.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0059,65,Argentina,Standard,2024-01-28,391.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0060,63,Mexico,Premium,2023-11-16,415.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0061,45,Peru,Basic,2022-01-29,87.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0062,38,Mexico,Standard,2023-06-14,314.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0063,26,Peru,Premium,2022-12-18,561.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0064,52,Mexico,Standard,2024-01-14,206.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0065,54,Chile,Basic,2022-12-15,49.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0066,50,Argentina,Basic,2022-09-07,109.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0067,38,Argentina,Premium,2022-09-28,410.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0068,50,Peru,Basic,2022-03-24,478.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0069,50,Colombia,Basic,2022-07-24,381.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0070,19,Colombia,Standard,2022-07-18,186.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0071,32,Mexico,Basic,2022-03-29,304.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0072,23,Peru,Standard,2022-12-16,371.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0073,26,Colombia,Premium,2023-07-02,168.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0074,48,Argentina,Basic,2023-05-20,368.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0075,19,Argentina,Premium,2022-09-21,791.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0076,54,Mexico,Premium,2023-05-13,318.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0077,32,Mexico,Basic,2023-05-29,463.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0078,57,Argentina,Basic,2023-10-13,11.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0079,56,Argentina,Premium,2023-09-16,873.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0080,39,Argentina,Standard,2023-12-14,355.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0081,62,Colombia,Premium,2022-02-23,336.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0082,47,Argentina,Basic,2023-01-06,479.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0083,44,Argentina,Premium,2022-11-20,371.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0084,46,Colombia,Premium,2022-12-18,815.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0085,30,Chile,Standard,2022-07-05,236.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0086,21,Chile,Basic,2023-03-01,213.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0087,34,Chile,Premium,2022-06-29,859.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0088,42,Peru,Basic,2023-01-13,43.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0089,36,Mexico,Basic,2022-05-06,455.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0090,50,Colombia,Standard,2023-09-12,201.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0091,42,Argentina,Basic,2022-02-22,297.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0092,37,Mexico,Premium,2022-04-21,476.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0093,63,Colombia,Premium,2022-11-29,232.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0094,46,Mexico,Standard,2022-09-30,506.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0095,54,Peru,Standard,2023-08-09,192.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0096,62,Mexico,Standard,2023-04-12,275.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0097,35,Colombia,Standard,2022-12-12,573.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0098,29,Mexico,Standard,2022-05-07,26.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0099,60,Mexico,Standard,2023-05-24,399.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0100,48,Colombia,Basic,2023-07-02,31.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0101,52,Colombia,Basic,2022-05-25,152.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0102,41,Argentina,Premium,2022-08-15,605.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0103,20,Chile,Standard,2023-04-20,339.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0104,56,Mexico,Standard,2022-10-23,384.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0105,18,Argentina,Basic,2022-11-25,404.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,<18
U0106,32,Chile,Standard,2023-12-06,534.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0107,34,Colombia,Premium,2022-10-19,184.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0108,44,Colombia,Standard,2023-01-02,261.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0109,56,Mexico,Basic,2022-01-14,228.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0110,28,Chile,Basic,2022-07-22,36.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0111,51,Colombia,Premium,2022-06-19,691.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0112,51,Mexico,Premium,2022-07-18,285.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0113,47,Peru,Basic,2022-08-18,148.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0114,23,Colombia,Standard,2022-04-16,299.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0115,52,Colombia,Basic,2023-07-25,132.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0116,30,Mexico,Basic,2023-06-18,471.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0117,22,Mexico,Premium,2023-10-13,1034.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0118,44,Chile,Basic,2023-04-05,64.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0119,54,Colombia,Premium,2023-03-20,689.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0120,45,Colombia,Standard,2023-06-14,221.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0121,49,Mexico,Standard,2022-05-18,126.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0122,31,Peru,Basic,2022-09-05,486.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0123,33,Mexico,Standard,2022-08-02,55.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0124,19,Peru,Basic,2022-01-12,233.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0125,38,Chile,Premium,2023-07-15,49.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0126,33,Mexico,Standard,2024-01-19,533.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,25-34
U0127,45,Argentina,Standard,2023-12-17,183.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0128,29,Mexico,Premium,2022-11-08,143.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0129,60,Argentina,Premium,2023-10-21,742.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0130,31,Mexico,Basic,2023-06-12,22.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0131,41,Colombia,Basic,2022-06-06,238.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0132,44,Peru,Basic,2022-08-16,260.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0133,45,Colombia,Basic,2023-02-05,284.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0134,42,Mexico,Basic,2022-03-20,492.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0135,49,Colombia,Standard,2022-02-13,180.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0136,48,Mexico,Basic,2024-01-19,363.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0137,24,Mexico,Basic,2022-05-10,76.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0138,40,Colombia,Basic,2023-07-20,311.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0139,46,Argentina,Basic,2023-06-18,183.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0140,41,Argentina,Basic,2022-08-07,201.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0141,21,Chile,Basic,2022-04-19,285.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0142,24,Mexico,Premium,2023-08-31,738.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0143,65,Mexico,Standard,2022-03-26,423.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0144,31,Peru,Premium,2023-01-29,196.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0145,26,Argentina,Premium,2023-05-02,173.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0146,18,Colombia,Premium,2022-06-16,872.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,<18
U0147,23,Colombia,Premium,2022-12-05,56.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0148,27,Mexico,Premium,2022-08-13,515.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0149,30,Chile,Premium,2023-11-09,416.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0150,21,Mexico,Standard,2022-06-05,87.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0151,62,Mexico,Standard,2022-04-03,81.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0152,20,Mexico,Basic,2023-01-03,247.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0153,31,Mexico,Premium,2022-09-02,250.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0154,45,Colombia,Standard,2022-12-16,406.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0155,23,Argentina,Basic,2023-11-23,16.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0156,38,Argentina,Standard,2023-11-17,247.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0157,32,Mexico,Standard,2022-03-04,46.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0158,22,Colombia,Premium,2022-04-23,1018.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0159,36,Argentina,Premium,2022-08-29,142.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0160,18,Argentina,Standard,2023-09-12,591.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,<18
U0161,59,Mexico,Standard,2023-07-11,150.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0162,44,Peru,Basic,2023-07-23,190.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0163,58,Mexico,Standard,2022-05-14,458.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0164,20,Colombia,Premium,2023-09-10,333.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0165,38,Mexico,Premium,2023-12-08,844.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0166,40,Argentina,Premium,2023-06-03,763.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0167,59,Argentina,Premium,2022-10-29,88.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0168,64,Colombia,Basic,2022-07-08,278.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0169,46,Colombia,Premium,2022-04-18,738.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0170,65,Colombia,Basic,2023-07-01,96.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0171,58,Peru,Premium,2023-11-26,80.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0172,31,Colombia,Standard,2024-01-10,222.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,25-34
U0173,48,Mexico,Basic,2022-10-18,330.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0174,53,Colombia,Basic,2023-07-12,81.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0175,19,Chile,Premium,2022-09-24,807.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0176,58,Argentina,Premium,2023-11-20,160.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0177,30,Colombia,Basic,2023-01-10,100.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0178,26,Mexico,Basic,2024-01-02,336.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,25-34
U0179,35,Mexico,Basic,2022-05-05,447.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0180,22,Argentina,Basic,2023-01-05,41.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0181,34,Argentina,Basic,2023-01-05,73.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0182,44,Argentina,Basic,2022-04-05,314.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0183,51,Mexico,Standard,2023-07-22,468.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0184,60,Argentina,Basic,2023-07-02,62.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0185,39,Colombia,Standard,2022-10-21,482.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0186,58,Peru,Standard,2024-02-20,531.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0187,37,Mexico,Standard,2023-03-27,574.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0188,18,Chile,Basic,2022-04-06,463.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,<18
U0189,57,Chile,Standard,2022-04-14,504.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0190,46,Chile,Basic,2023-02-02,410.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0191,40,Colombia,Premium,2023-11-22,196.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0192,26,Argentina,Premium,2023-02-01,22.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0193,31,Argentina,Basic,2022-09-03,458.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0194,44,Colombia,Premium,2022-05-13,806.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0195,23,Argentina,Basic,2022-06-28,300.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0196,44,Mexico,Basic,2022-06-22,390.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0197,42,Peru,Standard,2022-11-09,50.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0198,19,Mexico,Basic,2022-05-05,437.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0199,43,Mexico,Standard,2022-09-30,346.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0200,58,Mexico,Premium,2023-11-22,497.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0201,30,Colombia,Basic,2022-11-14,162.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0202,53,Peru,Basic,2023-11-09,158.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0203,19,Peru,Basic,2023-11-13,89.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0204,36,Argentina,Standard,2022-07-24,263.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0205,49,Colombia,Basic,2022-02-16,217.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0206,27,Mexico,Basic,2022-06-24,370.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0207,53,Peru,Standard,2022-08-16,485.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0208,22,Colombia,Standard,2023-04-05,387.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0209,30,Mexico,Basic,2023-02-15,289.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0210,45,Colombia,Premium,2023-12-30,544.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0211,41,Colombia,Basic,2022-03-18,473.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0212,31,Peru,Premium,2022-04-02,450.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0213,52,Colombia,Premium,2022-11-15,636.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0214,31,Peru,Standard,2023-11-23,33.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
